Update,Type,Abundance
61000,Cheater,5619
61100,Cooperator,3755
61100,Cheater,5632
61200,Cooperator,3782
61200,Cheater,5710
61300,Cooperator,3834
61300,Cheater,5458
61400,Cooperator,3760
61400,Cheater,5521
61500,Cooperator,3832
61500,Cheater,5426
61600,Cooperator,4071
61600,Cheater,5658
61700,Cooperator,4117
61700,Cheater,5740
61800,Cooperator,3974
61800,Cheater,5964
61900,Cooperator,3901
61900,Cheater,5545
62000,Cooperator,3897
62000,Cheater,5669
62100,Cooperator,3915
62100,Cheater,5781
62200,Cooperator,3795
62200,Cheater,5674
62300,Cooperator,3801
62300,Cheater,5716
62400,Cooperator,3669
62400,Cheater,6074
62500,Cooperator,3379
62500,Cheater,6051
62600,Cooperator,3498
62600,Cheater,6043
62700,Cooperator,3350
62700,Cheater,6097
62800,Cooperator,3362
62800,Cheater,6141
62900,Cooperator,3233
62900,Cheater,5898
63000,Cooperator,3321
63000,Cheater,6064
63100,Cooperator,3337
63100,Cheater,5656
63200,Cooperator,3525
63200,Cheater,5821
63300,Cooperator,3746
63300,Cheater,5825
63400,Cooperator,3943
63400,Cheater,5593
63500,Cooperator,3744
63500,Cheater,6036
63600,Cooperator,3591
63600,Cheater,6062
63700,Cooperator,3575
63700,Cheater,5788
63800,Cooperator,3797
63800,Cheater,5432
63900,Cooperator,3996
63900,Cheater,5649
64000,Cooperator,3968
64000,Cheater,5348
64100,Cooperator,3833
64100,Cheater,5608
64200,Cooperator,4090
64200,Cheater,5479
64300,Cooperator,4090
64300,Cheater,5402
64400,Cooperator,4086
64400,Cheater,5157
64500,Cooperator,3955
64500,Cheater,5383
64600,Cooperator,3906
64600,Cheater,5704
64700,Cooperator,3604
64700,Cheater,5498
64800,Cooperator,3719
64800,Cheater,5184
64900,Cooperator,3622
64900,Cheater,5680
65000,Cooperator,3433
65000,Cheater,5823
65100,Cooperator,3506
65100,Cheater,5535
65200,Cooperator,3207
65200,Cheater,5896
65300,Cooperator,3258
65300,Cheater,5834
65400,Cooperator,3283
65400,Cheater,5842
65500,Cooperator,3296
65500,Cheater,5658
65600,Cooperator,3694
65600,Cheater,5321
65700,Cooperator,3639
65700,Cheater,5295
65800,Cooperator,3746
65800,Cheater,5517
65900,Cooperator,3740
65900,Cheater,5570
66000,Cooperator,3638
66000,Cheater,5509
66100,Cooperator,3557
66100,Cheater,5775
66200,Cooperator,3444
66200,Cheater,5871
66300,Cooperator,3356
66300,Cheater,5879
66400,Cooperator,3341
66400,Cheater,5477
66500,Cooperator,3502
66500,Cheater,5660
66600,Cooperator,3541
66600,Cheater,5794
66700,Cooperator,3493
66700,Cheater,5561
66800,Cooperator,3527
66800,Cheater,5868
66900,Cooperator,3559
66900,Cheater,5621
67000,Cooperator,3357
67000,Cheater,5519
67100,Cooperator,3272
67100,Cheater,5985
67200,Cooperator,3313
67200,Cheater,5869
67300,Cooperator,3131
67300,Cheater,6151
67400,Cooperator,3268
67400,Cheater,5867
67500,Cooperator,3339
67500,Cheater,5803
67600,Cooperator,3391
67600,Cheater,5656
67700,Cooperator,3309
67700,Cheater,6280
67800,Cooperator,3371
67800,Cheater,5470
67900,Cooperator,3276
67900,Cheater,5420
68000,Cooperator,3876
68000,Cheater,5407
68100,Cooperator,3960
68100,Cheater,5232
68200,Cooperator,4222
68200,Cheater,5527
68300,Cooperator,4037
68300,Cheater,5135
68400,Cooperator,4129
68400,Cheater,5416
68500,Cooperator,3887
68500,Cheater,5337
68600,Cooperator,3834
68600,Cheater,5332
68700,Cooperator,3917
68700,Cheater,5520
68800,Cooperator,3789
68800,Cheater,5449
68900,Cooperator,3755
68900,Cheater,5593
69000,Cooperator,3596
69000,Cheater,5383
69100,Cooperator,3975
69100,Cheater,5595
69200,Cooperator,4091
69200,Cheater,5141
69300,Cooperator,4165
69300,Cheater,5152
69400,Cooperator,3863
69400,Cheater,5464
69500,Cooperator,3756
69500,Cheater,5233
69600,Cooperator,3829
69600,Cheater,5375
69700,Cooperator,3785
69700,Cheater,5281
69800,Cooperator,3847
69800,Cheater,5732
69900,Cooperator,3772
69900,Cheater,5431
70000,Cooperator,3867
70000,Cheater,5259
70100,Cooperator,3827
70100,Cheater,5317
70200,Cooperator,3937
70200,Cheater,5482
70300,Cooperator,4054
70300,Cheater,5159
70400,Cooperator,4125
70400,Cheater,5248
70500,Cooperator,4339
70500,Cheater,5290
70600,Cooperator,4066
70600,Cheater,5545
70700,Cooperator,3906
70700,Cheater,5779
70800,Cooperator,3938
70800,Cheater,5595
70900,Cooperator,3824
70900,Cheater,5763
71000,Cooperator,3691
71000,Cheater,5490
71100,Cooperator,3658
71100,Cheater,5831
71200,Cooperator,3563
71200,Cheater,5946
71300,Cooperator,3471
71300,Cheater,5908
71400,Cooperator,3624
71400,Cheater,5849
71500,Cooperator,3335
71500,Cheater,6116
71600,Cooperator,3346
71600,Cheater,5829
71700,Cooperator,3304
71700,Cheater,5852
71800,Cooperator,3463
71800,Cheater,5689
71900,Cooperator,3498
71900,Cheater,5458
72000,Cooperator,3611
72000,Cheater,5697
72100,Cooperator,3807
72100,Cheater,5631
72200,Cooperator,3566
72200,Cheater,5659
72300,Cooperator,3743
72300,Cheater,5451
72400,Cooperator,3668
72400,Cheater,5707
72500,Cooperator,3685
72500,Cheater,5554
72600,Cooperator,3901
72600,Cheater,5600
72700,Cooperator,3946
72700,Cheater,5390
72800,Cooperator,4255
72800,Cheater,5121
72900,Cooperator,4360
72900,Cheater,5177
73000,Cooperator,4228
73000,Cheater,5039
73100,Cooperator,4127
73100,Cheater,5168
73200,Cooperator,4292
73200,Cheater,5369
73300,Cooperator,4195
73300,Cheater,5234
73400,Cooperator,4287
73400,Cheater,5285
73500,Cooperator,4057
73500,Cheater,5490
73600,Cooperator,3931
73600,Cheater,5705
73700,Cooperator,3637
73700,Cheater,5709
73800,Cooperator,3821
73800,Cheater,5909
73900,Cooperator,3515
73900,Cheater,5893
74000,Cooperator,3706
74000,Cheater,5451
74100,Cooperator,3643
74100,Cheater,5655
74200,Cooperator,3554
74200,Cheater,5518
74300,Cooperator,3528
74300,Cheater,5842
74400,Cooperator,3581
74400,Cheater,5314
74500,Cooperator,3987
74500,Cheater,5291
74600,Cooperator,4280
74600,Cheater,5086
74700,Cooperator,4321
74700,Cheater,5004
74800,Cooperator,4263
74800,Cheater,5152
74900,Cooperator,4239
74900,Cheater,5357
75000,Cooperator,4378
75000,Cheater,4956
75100,Cooperator,4619
75100,Cheater,5025
75200,Cooperator,4562
75200,Cheater,5181
75300,Cooperator,4421
75300,Cheater,5237
75400,Cooperator,4407
75400,Cheater,5282
75500,Cooperator,4406
75500,Cheater,5246
75600,Cooperator,4554
75600,Cheater,5033
75700,Cooperator,4407
75700,Cheater,5204
75800,Cooperator,4382
75800,Cheater,5212
75900,Cooperator,4320
75900,Cheater,5322
76000,Cooperator,4476
76000,Cheater,5117
76100,Cooperator,4412
76100,Cheater,5257
76200,Cooperator,4251
76200,Cheater,5181
76300,Cooperator,4433
76300,Cheater,5096
76400,Cooperator,4365
76400,Cheater,5212
76500,Cooperator,4312
76500,Cheater,5424
76600,Cooperator,4187
76600,Cheater,5297
76700,Cooperator,4150
76700,Cheater,5431
76800,Cooperator,4385
76800,Cheater,4924
76900,Cooperator,4557
76900,Cheater,4769
77000,Cooperator,4738
77000,Cheater,4584
77100,Cooperator,4627
77100,Cheater,4936
77200,Cooperator,4702
77200,Cheater,4989
77300,Cooperator,4810
77300,Cheater,4729
77400,Cooperator,4694
77400,Cheater,5018
77500,Cooperator,4718
77500,Cheater,5014
77600,Cooperator,4854
77600,Cheater,4830
77700,Cooperator,4696
77700,Cheater,4912
77800,Cooperator,4847
77800,Cheater,4614
77900,Cooperator,4843
77900,Cheater,4925
78000,Cooperator,4717
78000,Cheater,4752
78100,Cooperator,4463
78100,Cheater,5295
78200,Cooperator,4605
78200,Cheater,5118
78300,Cooperator,4543
78300,Cheater,5348
78400,Cooperator,4236
78400,Cheater,5044
78500,Cooperator,4379
78500,Cheater,5124
78600,Cooperator,4407
78600,Cheater,4946
78700,Cooperator,4689
78700,Cheater,4957
78800,Cooperator,4575
78800,Cheater,5161
78900,Cooperator,4534
78900,Cheater,5038
79000,Cooperator,4656
79000,Cheater,4986
79100,Cooperator,4361
79100,Cheater,5025
79200,Cooperator,4438
79200,Cheater,5217
79300,Cooperator,4443
79300,Cheater,5229
79400,Cooperator,4567
79400,Cheater,5039
79500,Cooperator,4743
79500,Cheater,4942
79600,Cooperator,4609
79600,Cheater,5330
79700,Cooperator,4334
79700,Cheater,5249
79800,Cooperator,4140
79800,Cheater,5404
79900,Cooperator,4159
79900,Cheater,5365
80000,Cooperator,4137
80000,Cheater,5361
80100,Cooperator,3923
80100,Cheater,5210
80200,Cooperator,3948
80200,Cheater,5319
80300,Cooperator,4008
80300,Cheater,5281
80400,Cooperator,4025
80400,Cheater,5195
80500,Cooperator,4234
80500,Cheater,5004
80600,Cooperator,4089
80600,Cheater,5065
80700,Cooperator,4076
80700,Cheater,5179
80800,Cooperator,4076
80800,Cheater,5263
80900,Cooperator,4093
80900,Cheater,5473
81000,Cooperator,4074
81000,Cheater,5191
81100,Cooperator,4213
81100,Cheater,4847
81200,Cooperator,4460
81200,Cheater,5020
81300,Cooperator,4279
81300,Cheater,5169
81400,Cooperator,4270
81400,Cheater,5002
81500,Cooperator,4363
81500,Cheater,5027
81600,Cooperator,4586
81600,Cheater,4951
81700,Cooperator,4389
81700,Cheater,5198
81800,Cooperator,4400
81800,Cheater,5231
81900,Cooperator,4291
81900,Cheater,5362
82000,Cooperator,4291
82000,Cheater,5421
82100,Cooperator,4077
82100,Cheater,5376
82200,Cooperator,3929
82200,Cheater,5521
82300,Cooperator,3587
82300,Cheater,5813
82400,Cooperator,3620
82400,Cheater,5409
82500,Cooperator,3749
82500,Cheater,5463
82600,Cooperator,3638
82600,Cheater,5724
82700,Cooperator,3800
82700,Cheater,5415
82800,Cooperator,3824
82800,Cheater,5246
82900,Cooperator,3927
82900,Cheater,5316
83000,Cooperator,3960
83000,Cheater,5028
83100,Cooperator,3935
83100,Cheater,5363
83200,Cooperator,3750
83200,Cheater,5340
83300,Cooperator,3928
83300,Cheater,5298
83400,Cooperator,3732
83400,Cheater,5599
83500,Cooperator,3804
83500,Cheater,5500
83600,Cooperator,3878
83600,Cheater,5538
83700,Cooperator,3470
83700,Cheater,5528
83800,Cooperator,3476
83800,Cheater,5733
83900,Cooperator,3557
83900,Cheater,5607
84000,Cooperator,3499
84000,Cheater,5732
84100,Cooperator,3450
84100,Cheater,5862
84200,Cooperator,3785
84200,Cheater,5485
84300,Cooperator,3817
84300,Cheater,5245
84400,Cooperator,3689
84400,Cheater,5621
84500,Cooperator,3756
84500,Cheater,5499
84600,Cooperator,3884
84600,Cheater,5324
84700,Cooperator,3976
84700,Cheater,5444
84800,Cooperator,4046
84800,Cheater,4881
84900,Cooperator,4211
84900,Cheater,5267
85000,Cooperator,4200
85000,Cheater,5136
85100,Cooperator,4488
85100,Cheater,4828
85200,Cooperator,4734
85200,Cheater,4812
85300,Cooperator,4293
85300,Cheater,5153
85400,Cooperator,4228
85400,Cheater,5449
85500,Cooperator,4105
85500,Cheater,5357
85600,Cooperator,4223
85600,Cheater,5360
85700,Cooperator,4203
85700,Cheater,5301
85800,Cooperator,4104
85800,Cheater,5365
85900,Cooperator,4135
85900,Cheater,5255
86000,Cooperator,4134
86000,Cheater,5348
86100,Cooperator,4180
86100,Cheater,5351
86200,Cooperator,4160
86200,Cheater,5367
86300,Cooperator,3889
86300,Cheater,5601
86400,Cooperator,3928
86400,Cheater,5553
86500,Cooperator,3719
86500,Cheater,5700
86600,Cooperator,3688
86600,Cheater,5280
86700,Cooperator,4087
86700,Cheater,5205
86800,Cooperator,4032
86800,Cheater,5348
86900,Cooperator,3934
86900,Cheater,5075
87000,Cooperator,4160
87000,Cheater,5291
87100,Cooperator,4196
87100,Cheater,5207
87200,Cooperator,4101
87200,Cheater,5418
87300,Cooperator,3975
87300,Cheater,5411
87400,Cooperator,3993
87400,Cheater,5125
87500,Cooperator,4045
87500,Cheater,5350
87600,Cooperator,3694
87600,Cheater,5546
87700,Cooperator,3834
87700,Cheater,5329
87800,Cooperator,3874
87800,Cheater,5458
87900,Cooperator,3747
87900,Cheater,5494
88000,Cooperator,3730
88000,Cheater,5843
88100,Cooperator,3878
88100,Cheater,5526
88200,Cooperator,3731
88200,Cheater,5156
88300,Cooperator,3954
88300,Cheater,5408
88400,Cooperator,3852
88400,Cheater,5185
88500,Cooperator,3948
88500,Cheater,5133
88600,Cooperator,3888
88600,Cheater,5449
88700,Cooperator,3994
88700,Cheater,5241
88800,Cooperator,4064
88800,Cheater,4936
88900,Cooperator,4083
88900,Cheater,5264
89000,Cooperator,4201
89000,Cheater,5494
89100,Cooperator,4219
89100,Cheater,5215
89200,Cooperator,3925
89200,Cheater,5668
89300,Cooperator,4015
89300,Cheater,5561
89400,Cooperator,3901
89400,Cheater,5373
89500,Cooperator,4147
89500,Cheater,5631
89600,Cooperator,4135
89600,Cheater,5338
89700,Cooperator,4190
89700,Cheater,5332
89800,Cooperator,4362
89800,Cheater,4783
89900,Cooperator,4511
89900,Cheater,4865
90000,Cooperator,4517
90000,Cheater,4942
90100,Cooperator,4439
90100,Cheater,5296
90200,Cooperator,4521
90200,Cheater,5205
90300,Cooperator,4556
90300,Cheater,5127
90400,Cooperator,4237
90400,Cheater,5166
90500,Cooperator,4539
90500,Cheater,5108
90600,Cooperator,4724
90600,Cheater,4897
90700,Cooperator,4803
90700,Cheater,4870
90800,Cooperator,4772
90800,Cheater,4841
90900,Cooperator,4710
90900,Cheater,4896
91000,Cooperator,4696
91000,Cheater,4915
91100,Cooperator,4757
91100,Cheater,5008
91200,Cooperator,4628
91200,Cheater,4956
91300,Cooperator,4829
91300,Cheater,4830
91400,Cooperator,4993
91400,Cheater,4872
91500,Cooperator,5057
91500,Cheater,4552
91600,Cooperator,5084
91600,Cheater,4601
91700,Cooperator,5018
91700,Cheater,4741
91800,Cooperator,4941
91800,Cheater,5026
91900,Cooperator,4920
91900,Cheater,4833
92000,Cooperator,4733
92000,Cheater,4950
92100,Cooperator,4809
92100,Cheater,4719
92200,Cooperator,4957
92200,Cheater,4819
92300,Cooperator,5000
92300,Cheater,4846
92400,Cooperator,4809
92400,Cheater,5115
92500,Cooperator,4520
92500,Cheater,5040
92600,Cooperator,4481
92600,Cheater,5251
92700,Cooperator,4296
92700,Cheater,5127
92800,Cooperator,4723
92800,Cheater,4664
92900,Cooperator,4619
92900,Cheater,4932
93000,Cooperator,4484
93000,Cheater,4973
93100,Cooperator,4481
93100,Cheater,5103
93200,Cooperator,4299
93200,Cheater,5406
93300,Cooperator,4102
93300,Cheater,5249
93400,Cooperator,4244
93400,Cheater,5272
93500,Cooperator,4462
93500,Cheater,5208
93600,Cooperator,4520
93600,Cheater,5025
93700,Cooperator,4591
93700,Cheater,4886
93800,Cooperator,4436
93800,Cheater,5147
93900,Cooperator,4428
93900,Cheater,4941
94000,Cooperator,4424
94000,Cheater,5223
94100,Cooperator,4345
94100,Cheater,5195
94200,Cooperator,4295
94200,Cheater,5499
94300,Cooperator,4307
94300,Cheater,5465
94400,Cooperator,4046
94400,Cheater,5576
94500,Cooperator,4167
94500,Cheater,5558
94600,Cooperator,4438
94600,Cheater,5337
94700,Cooperator,4585
94700,Cheater,5065
94800,Cooperator,4551
94800,Cheater,5122
94900,Cooperator,4380
94900,Cheater,5273
95000,Cooperator,4151
95000,Cheater,5435
95100,Cooperator,4194
95100,Cheater,5320
95200,Cooperator,4164
95200,Cheater,5561
95300,Cooperator,4313
95300,Cheater,5587
95400,Cooperator,4212
95400,Cheater,5747
95500,Cooperator,4252
95500,Cheater,5386
95600,Cooperator,4305
95600,Cheater,5270
95700,Cooperator,4399
95700,Cheater,5355
95800,Cooperator,4118
95800,Cheater,5555
95900,Cooperator,4140
95900,Cheater,5687
96000,Cooperator,4320
96000,Cheater,5149
96100,Cooperator,4426
96100,Cheater,5472
96200,Cooperator,4087
96200,Cheater,5616
96300,Cooperator,4134
96300,Cheater,5760
96400,Cooperator,3989
96400,Cheater,5533
96500,Cooperator,4144
96500,Cheater,5275
96600,Cooperator,4377
96600,Cheater,5011
96700,Cooperator,4433
96700,Cheater,4951
96800,Cooperator,4531
96800,Cheater,5284
96900,Cooperator,4628
96900,Cheater,5075
97000,Cooperator,4468
97000,Cheater,5020
97100,Cooperator,4447
97100,Cheater,5300
97200,Cooperator,4386
97200,Cheater,5263
97300,Cooperator,4336
97300,Cheater,5387
97400,Cooperator,4400
97400,Cheater,5054
97500,Cooperator,4460
97500,Cheater,5255
97600,Cooperator,4400
97600,Cheater,5197
97700,Cooperator,4481
97700,Cheater,5295
97800,Cooperator,4562
97800,Cheater,5382
97900,Cooperator,4609
97900,Cheater,4919
98000,Cooperator,4369
98000,Cheater,4963
98100,Cooperator,4635
98100,Cheater,4731
98200,Cooperator,4862
98200,Cheater,4654
98300,Cooperator,4907
98300,Cheater,4919
98400,Cooperator,4810
98400,Cheater,5081
98500,Cooperator,4675
98500,Cheater,5207
98600,Cooperator,4474
98600,Cheater,5226
98700,Cooperator,4142
98700,Cheater,5292
98800,Cooperator,4254
98800,Cheater,5434
98900,Cooperator,4241
98900,Cheater,5127
99000,Cooperator,4415
99000,Cheater,5394
99100,Cooperator,4289
99100,Cheater,5468
99200,Cooperator,4272
99200,Cheater,5507
99300,Cooperator,4233
99300,Cheater,5515
99400,Cooperator,4130
99400,Cheater,5166
99500,Cooperator,3890
99500,Cheater,5505
99600,Cooperator,3954
99600,Cheater,5576
99700,Cooperator,4093
99700,Cheater,5331
99800,Cooperator,3881
99800,Cheater,5706
99900,Cooperator,3944
99900,Cheater,5570
